% compkeys-2.1.9d5.txt
% Created: 1999-Jun-06
% Posted:  1999-Jun-06
% Derived from: unidata-2.1.9d5.txt
% Sifter version: 2.8 1999-Jun-06
2.1.9d5 % version

203C ; [*021E.0020.0004.0021] [*021E.0020.0004.0021] % DOUBLE EXCLAMATION MARK; COMPATSEQ
FDAE ; [.0B9A.0020.0019.064A] [.0B3E.0020.0019.062D] [.0B9A.0020.0019.064A] % ARABIC LIGATURE YEH WITH HAH WITH YEH FINAL FORM; COMPATSEQ
FC91 ; [.0B9A.0020.0019.064A] [.0B4E.0020.0019.0631] % ARABIC LIGATURE YEH WITH REH FINAL FORM; COMPATSEQ
FC92 ; [.0B9A.0020.0019.064A] [.0B4F.0020.0019.0632] % ARABIC LIGATURE YEH WITH ZAIN FINAL FORM; COMPATSEQ
FC93 ; [.0B9A.0020.0019.064A] [.0B83.0020.0019.0645] % ARABIC LIGATURE YEH WITH MEEM FINAL FORM; COMPATSEQ
FD9C ; [.0B9A.0020.0019.064A] [.0B83.0020.0019.0645] [.0B83.0020.0019.0645] % ARABIC LIGATURE YEH WITH MEEM WITH MEEM FINAL FORM; COMPATSEQ
FDB0 ; [.0B9A.0020.0019.064A] [.0B83.0020.0019.0645] [.0B9A.0020.0019.064A] % ARABIC LIGATURE YEH WITH MEEM WITH YEH FINAL FORM; COMPATSEQ
FC94 ; [.0B9A.0020.0019.064A] [.0B84.0020.0019.0646] % ARABIC LIGATURE YEH WITH NOON FINAL FORM; COMPATSEQ
FC95 ; [.0B9A.0020.0019.064A] [.0B99.0020.0019.0649] % ARABIC LIGATURE YEH WITH ALEF MAKSURA FINAL FORM; COMPATSEQ
FC96 ; [.0B9A.0020.0019.064A] [.0B9A.0020.0019.064A] % ARABIC LIGATURE YEH WITH YEH FINAL FORM; COMPATSEQ
FC55 ; [.0B9A.0020.001A.064A] [.0B39.0020.001A.062C] % ARABIC LIGATURE YEH WITH JEEM ISOLATED FORM; COMPATSEQ
FC56 ; [.0B9A.0020.001A.064A] [.0B3E.0020.001A.062D] % ARABIC LIGATURE YEH WITH HAH ISOLATED FORM; COMPATSEQ
FC57 ; [.0B9A.0020.001A.064A] [.0B3F.0020.001A.062E] % ARABIC LIGATURE YEH WITH KHAH ISOLATED FORM; COMPATSEQ
FC58 ; [.0B9A.0020.001A.064A] [.0B83.0020.001A.0645] % ARABIC LIGATURE YEH WITH MEEM ISOLATED FORM; COMPATSEQ
FC59 ; [.0B9A.0020.001A.064A] [.0B99.0020.001A.0649] % ARABIC LIGATURE YEH WITH ALEF MAKSURA ISOLATED FORM; COMPATSEQ
FC5A ; [.0B9A.0020.001A.064A] [.0B9A.0020.001A.064A] % ARABIC LIGATURE YEH WITH YEH ISOLATED FORM; COMPATSEQ
0950 ; [.0BB7.0020.0004.0913] [.0BA4.0020.0004.0901] % DEVANAGARI OM; COMPATSEQ
0AD0 ; [.0C7A.0020.0004.0A93] [.0C6B.0020.0004.0A81] % GUJARATI OM; COMPATSEQ
0E33 ; [.0E1F.0020.0002.0E32] [.0E2F.0020.0002.0E4D] % THAI CHARACTER SARA AM; CANONSEQ
0EDC ; [.0E48.0020.0004.0EAB] [.0E3B.0020.0004.0E99] % LAO HO NO; COMPATSEQ
0EDD ; [.0E48.0020.0004.0EAB] [.0E42.0020.0004.0EA1] % LAO HO MO; COMPATSEQ
0EB3 ; [.0E4E.0020.0002.0EB2] [.0E5E.0020.0002.0ECD] % LAO VOWEL SIGN AM; CANONSEQ
0F69 ; [.0E61.0020.0002.0F40] [.0E9C.0020.0002.0FB5] % TIBETAN LETTER KSSA; CANONSEQ
0FB9 ; [.0E62.0020.0002.0F90] [.0E9C.0020.0002.0FB5] % TIBETAN SUBJOINED LETTER KSSA; CANONSEQ
0F43 ; [.0E65.0020.0002.0F42] [.0EA0.0020.0002.0FB7] % TIBETAN LETTER GHA; CANONSEQ
0F93 ; [.0E66.0020.0002.0F92] [.0EA0.0020.0002.0FB7] % TIBETAN SUBJOINED LETTER GHA; CANONSEQ
0F4D ; [.0E74.0020.0002.0F4C] [.0EA0.0020.0002.0FB7] % TIBETAN LETTER DDHA; CANONSEQ
0F9D ; [.0E75.0020.0002.0F9C] [.0EA0.0020.0002.0FB7] % TIBETAN SUBJOINED LETTER DDHA; CANONSEQ
0F52 ; [.0E7C.0020.0002.0F51] [.0EA0.0020.0002.0FB7] % TIBETAN LETTER DHA; CANONSEQ
0FA2 ; [.0E7D.0020.0002.0FA1] [.0EA0.0020.0002.0FB7] % TIBETAN SUBJOINED LETTER DHA; CANONSEQ
0F57 ; [.0E84.0020.0002.0F56] [.0EA0.0020.0002.0FB7] % TIBETAN LETTER BHA; CANONSEQ
0FA7 ; [.0E85.0020.0002.0FA6] [.0EA0.0020.0002.0FB7] % TIBETAN SUBJOINED LETTER BHA; CANONSEQ
0F5C ; [.0E8C.0020.0002.0F5B] [.0EA0.0020.0002.0FB7] % TIBETAN LETTER DZHA; CANONSEQ
0FAC ; [.0E8D.0020.0002.0FAB] [.0EA0.0020.0002.0FB7] % TIBETAN SUBJOINED LETTER DZHA; CANONSEQ
0F00 ; [.0EA1.0020.0004.0F68] [.0EB3.0020.0004.0F7C] [.0E5F.0020.0004.0F7E] % TIBETAN SYLLABLE OM; COMPATSEQ
326E ; [.0EB6.0020.0006.1100] [.0F12.0020.0006.1161] % CIRCLED HANGUL KIYEOK A; COMPATSEQ
326F ; [.0EB8.0020.0006.1102] [.0F12.0020.0006.1161] % CIRCLED HANGUL NIEUN A; COMPATSEQ
3270 ; [.0EB9.0020.0006.1103] [.0F12.0020.0006.1161] % CIRCLED HANGUL TIKEUT A; COMPATSEQ
3271 ; [.0EBB.0020.0006.1105] [.0F12.0020.0006.1161] % CIRCLED HANGUL RIEUL A; COMPATSEQ
3272 ; [.0EBC.0020.0006.1106] [.0F12.0020.0006.1161] % CIRCLED HANGUL MIEUM A; COMPATSEQ
3273 ; [.0EBD.0020.0006.1107] [.0F12.0020.0006.1161] % CIRCLED HANGUL PIEUP A; COMPATSEQ
3274 ; [.0EBF.0020.0006.1109] [.0F12.0020.0006.1161] % CIRCLED HANGUL SIOS A; COMPATSEQ
3275 ; [.0EC1.0020.0006.110B] [.0F12.0020.0006.1161] % CIRCLED HANGUL IEUNG A; COMPATSEQ
3276 ; [.0EC2.0020.0006.110C] [.0F12.0020.0006.1161] % CIRCLED HANGUL CIEUC A; COMPATSEQ
3277 ; [.0EC4.0020.0006.110E] [.0F12.0020.0006.1161] % CIRCLED HANGUL CHIEUCH A; COMPATSEQ
3278 ; [.0EC5.0020.0006.110F] [.0F12.0020.0006.1161] % CIRCLED HANGUL KHIEUKH A; COMPATSEQ
3279 ; [.0EC6.0020.0006.1110] [.0F12.0020.0006.1161] % CIRCLED HANGUL THIEUTH A; COMPATSEQ
327A ; [.0EC7.0020.0006.1111] [.0F12.0020.0006.1161] % CIRCLED HANGUL PHIEUPH A; COMPATSEQ
327B ; [.0EC8.0020.0006.1112] [.0F12.0020.0006.1161] % CIRCLED HANGUL HIEUH A; COMPATSEQ
3303 ; [.0FA6.0020.001C.30A2] [.02A3.0020.001C.30FC] [.0FCE.0020.001C.30EB] % SQUARE AARU; COMPATSEQ
3300 ; [.0FA6.0020.001C.30A2] [.0FBF.00E9.001C.30D1] [.02A3.0020.001C.30FC] [.0FB9.0020.001C.30C8] % SQUARE APAATO; COMPATSEQ
3301 ; [.0FA6.0020.001C.30A2] [.0FCE.0020.001C.30EB] [.0FC1.0020.001C.30D5] [.0FA6.0020.001C.30A1] % SQUARE ARUHUA; COMPATSEQ
3302 ; [.0FA6.0020.001C.30A2] [.0FD5.0020.001C.30F3] [.0FC2.00E9.001C.30DA] [.0FA6.0020.001C.30A2] % SQUARE ANPEA; COMPATSEQ
3304 ; [.0FA7.0020.001C.30A4] [.0FBB.0020.001C.30CB] [.0FD5.0020.001C.30F3] [.0FAD.00E8.001C.30B0] % SQUARE ININGU; COMPATSEQ
3305 ; [.0FA7.0020.001C.30A4] [.0FD5.0020.001C.30F3] [.0FB6.0020.001C.30C1] % SQUARE INTI; COMPATSEQ
3306 ; [.0FA8.0020.001C.30A6] [.0FAA.0020.001C.30A9] [.0FD5.0020.001C.30F3] % SQUARE UON; COMPATSEQ
3308 ; [.0FA9.0020.001C.30A8] [.02A3.0020.001C.30FC] [.0FAB.0020.001C.30AB] [.02A3.0020.001C.30FC] % SQUARE EEKAA; COMPATSEQ
3307 ; [.0FA9.0020.001C.30A8] [.0FB2.0020.001C.30B9] [.0FAD.0020.001C.30AF] [.02A3.0020.001C.30FC] [.0FB9.00E8.001C.30C9] % SQUARE ESUKUUDO; COMPATSEQ
330A ; [.0FAA.0020.001C.30AA] [.02A3.0020.001C.30FC] [.0FC6.0020.001C.30E0] % SQUARE OOMU; COMPATSEQ
3309 ; [.0FAA.0020.001C.30AA] [.0FD5.0020.001C.30F3] [.0FB2.0020.001C.30B9] % SQUARE ONSU; COMPATSEQ
330B ; [.0FAB.0020.001C.30AB] [.0FA7.0020.001C.30A4] [.0FCD.0020.001C.30EA] % SQUARE KAIRI; COMPATSEQ
330C ; [.0FAB.0020.001C.30AB] [.0FCC.0020.001C.30E9] [.0FB7.0020.001C.30C3] [.0FB9.0020.001C.30C8] % SQUARE KARATTO; COMPATSEQ
330D ; [.0FAB.0020.001C.30AB] [.0FD0.0020.001C.30ED] [.0FCD.0020.001C.30EA] [.02A3.0020.001C.30FC] % SQUARE KARORII; COMPATSEQ
330E ; [.0FAB.00E8.001C.30AC] [.0FD0.0020.001C.30ED] [.0FD5.0020.001C.30F3] % SQUARE GARON; COMPATSEQ
330F ; [.0FAB.00E8.001C.30AC] [.0FD5.0020.001C.30F3] [.0FC4.0020.001C.30DE] % SQUARE GANMA; COMPATSEQ
3312 ; [.0FAC.0020.001C.30AD] [.0FCA.0020.001C.30E5] [.0FCD.0020.001C.30EA] [.02A3.0020.001C.30FC] % SQUARE KYURII; COMPATSEQ
3314 ; [.0FAC.0020.001C.30AD] [.0FD0.0020.001C.30ED] % SQUARE KIRO; COMPATSEQ
3315 ; [.0FAC.0020.001C.30AD] [.0FD0.0020.001C.30ED] [.0FAD.00E8.001C.30B0] [.0FCC.0020.001C.30E9] [.0FC6.0020.001C.30E0] % SQUARE KIROGURAMU; COMPATSEQ
3316 ; [.0FAC.0020.001C.30AD] [.0FD0.0020.001C.30ED] [.0FC7.0020.001C.30E1] [.02A3.0020.001C.30FC] [.0FB9.0020.001C.30C8] [.0FCE.0020.001C.30EB] % SQUARE KIROMEETORU; COMPATSEQ
3317 ; [.0FAC.0020.001C.30AD] [.0FD0.0020.001C.30ED] [.0FD1.0020.001C.30EF] [.0FB7.0020.001C.30C3] [.0FB9.0020.001C.30C8] % SQUARE KIROWATTO; COMPATSEQ
3310 ; [.0FAC.00E8.001C.30AE] [.0FAB.00E8.001C.30AC] % SQUARE GIGA; COMPATSEQ
3311 ; [.0FAC.00E8.001C.30AE] [.0FBB.0020.001C.30CB] [.02A3.0020.001C.30FC] % SQUARE GINII; COMPATSEQ
3313 ; [.0FAC.00E8.001C.30AE] [.0FCE.0020.001C.30EB] [.0FB5.00E8.001C.30C0] [.02A3.0020.001C.30FC] % SQUARE GIRUDAA; COMPATSEQ
331A ; [.0FAD.0020.001C.30AF] [.0FCE.0020.001C.30EB] [.0FB3.00E8.001C.30BC] [.0FA7.0020.001C.30A4] [.0FD0.0020.001C.30ED] % SQUARE KURUZEIRO; COMPATSEQ
331B ; [.0FAD.0020.001C.30AF] [.0FD0.0020.001C.30ED] [.02A3.0020.001C.30FC] [.0FBD.0020.001C.30CD] % SQUARE KUROONE; COMPATSEQ
3318 ; [.0FAD.00E8.001C.30B0] [.0FCC.0020.001C.30E9] [.0FC6.0020.001C.30E0] % SQUARE GURAMU; COMPATSEQ
3319 ; [.0FAD.00E8.001C.30B0] [.0FCC.0020.001C.30E9] [.0FC6.0020.001C.30E0] [.0FB9.0020.001C.30C8] [.0FD5.0020.001C.30F3] % SQUARE GURAMUTON; COMPATSEQ
331C ; [.0FAE.0020.001C.30B1] [.02A3.0020.001C.30FC] [.0FB2.0020.001C.30B9] % SQUARE KEESU; COMPATSEQ
331E ; [.0FAF.0020.001C.30B3] [.02A3.0020.001C.30FC] [.0FC3.00E9.001C.30DD] % SQUARE KOOPO; COMPATSEQ
331D ; [.0FAF.0020.001C.30B3] [.0FCE.0020.001C.30EB] [.0FBA.0020.001C.30CA] % SQUARE KORUNA; COMPATSEQ
331F ; [.0FB0.0020.001C.30B5] [.0FA7.0020.001C.30A4] [.0FAD.0020.001C.30AF] [.0FCE.0020.001C.30EB] % SQUARE SAIKURU; COMPATSEQ
3320 ; [.0FB0.0020.001C.30B5] [.0FD5.0020.001C.30F3] [.0FB6.0020.001C.30C1] [.02A3.0020.001C.30FC] [.0FC6.0020.001C.30E0] % SQUARE SANTIIMU; COMPATSEQ
3321 ; [.0FB1.0020.001C.30B7] [.0FCD.0020.001C.30EA] [.0FD5.0020.001C.30F3] [.0FAD.00E8.001C.30B0] % SQUARE SIRINGU; COMPATSEQ
3322 ; [.0FB3.0020.001C.30BB] [.0FD5.0020.001C.30F3] [.0FB6.0020.001C.30C1] % SQUARE SENTI; COMPATSEQ
3323 ; [.0FB3.0020.001C.30BB] [.0FD5.0020.001C.30F3] [.0FB9.0020.001C.30C8] % SQUARE SENTO; COMPATSEQ
3324 ; [.0FB5.00E8.001C.30C0] [.02A3.0020.001C.30FC] [.0FB2.0020.001C.30B9] % SQUARE DAASU; COMPATSEQ
3325 ; [.0FB8.00E8.001C.30C7] [.0FB1.0020.001C.30B7] % SQUARE DESI; COMPATSEQ
3327 ; [.0FB9.0020.001C.30C8] [.0FD5.0020.001C.30F3] % SQUARE TON; COMPATSEQ
3326 ; [.0FB9.00E8.001C.30C9] [.0FCE.0020.001C.30EB] % SQUARE DORU; COMPATSEQ
3328 ; [.0FBA.0020.001C.30CA] [.0FBE.0020.001C.30CE] % SQUARE NANO; COMPATSEQ
3329 ; [.0FBE.0020.001C.30CE] [.0FB7.0020.001C.30C3] [.0FB9.0020.001C.30C8] % SQUARE NOTTO; COMPATSEQ
332A ; [.0FBF.0020.001C.30CF] [.0FA7.0020.001C.30A4] [.0FB7.0020.001C.30C4] % SQUARE HAITU; COMPATSEQ
332D ; [.0FBF.00E8.001C.30D0] [.02A3.0020.001C.30FC] [.0FCF.0020.001C.30EC] [.0FCE.0020.001C.30EB] % SQUARE BAARERU; COMPATSEQ
332B ; [.0FBF.00E9.001C.30D1] [.02A3.0020.001C.30FC] [.0FB3.0020.001C.30BB] [.0FD5.0020.001C.30F3] [.0FB9.0020.001C.30C8] % SQUARE PAASENTO; COMPATSEQ
332C ; [.0FBF.00E9.001C.30D1] [.02A3.0020.001C.30FC] [.0FB7.0020.001C.30C4] % SQUARE PAATU; COMPATSEQ
3331 ; [.0FC0.00E8.001C.30D3] [.0FCE.0020.001C.30EB] % SQUARE BIRU; COMPATSEQ
332E ; [.0FC0.00E9.001C.30D4] [.0FA6.0020.001C.30A2] [.0FB2.0020.001C.30B9] [.0FB9.0020.001C.30C8] [.0FCE.0020.001C.30EB] % SQUARE PIASUTORU; COMPATSEQ
332F ; [.0FC0.00E9.001C.30D4] [.0FAD.0020.001C.30AF] [.0FCE.0020.001C.30EB] % SQUARE PIKURU; COMPATSEQ
3330 ; [.0FC0.00E9.001C.30D4] [.0FAF.0020.001C.30B3] % SQUARE PIKO; COMPATSEQ
3332 ; [.0FC1.0020.001C.30D5] [.0FA6.0020.001C.30A1] [.0FCC.0020.001C.30E9] [.0FB7.0020.001C.30C3] [.0FB9.00E8.001C.30C9] % SQUARE HUARADDO; COMPATSEQ
3333 ; [.0FC1.0020.001C.30D5] [.0FA7.0020.001C.30A3] [.02A3.0020.001C.30FC] [.0FB9.0020.001C.30C8] % SQUARE HUIITO; COMPATSEQ
3335 ; [.0FC1.0020.001C.30D5] [.0FCC.0020.001C.30E9] [.0FD5.0020.001C.30F3] % SQUARE HURAN; COMPATSEQ
3334 ; [.0FC1.00E8.001C.30D6] [.0FB7.0020.001C.30C3] [.0FB1.0020.001C.30B7] [.0FA9.0020.001C.30A7] [.0FCE.0020.001C.30EB] % SQUARE BUSSYERU; COMPATSEQ
3336 ; [.0FC2.0020.001C.30D8] [.0FAD.0020.001C.30AF] [.0FB5.0020.001C.30BF] [.02A3.0020.001C.30FC] [.0FCE.0020.001C.30EB] % SQUARE HEKUTAARU; COMPATSEQ
3339 ; [.0FC2.0020.001C.30D8] [.0FCE.0020.001C.30EB] [.0FB7.0020.001C.30C4] % SQUARE HERUTU; COMPATSEQ
333C ; [.0FC2.00E8.001C.30D9] [.02A3.0020.001C.30FC] [.0FB5.0020.001C.30BF] % SQUARE BEETA; COMPATSEQ
333B ; [.0FC2.00E9.001C.30DA] [.02A3.0020.001C.30FC] [.0FB1.00E8.001C.30B8] % SQUARE PEEZI; COMPATSEQ
3337 ; [.0FC2.00E9.001C.30DA] [.0FB4.0020.001C.30BD] % SQUARE PESO; COMPATSEQ
3338 ; [.0FC2.00E9.001C.30DA] [.0FBB.0020.001C.30CB] [.0FC0.0020.001C.30D2] % SQUARE PENIHI; COMPATSEQ
333A ; [.0FC2.00E9.001C.30DA] [.0FD5.0020.001C.30F3] [.0FB2.0020.001C.30B9] % SQUARE PENSU; COMPATSEQ
3341 ; [.0FC3.0020.001C.30DB] [.02A3.0020.001C.30FC] [.0FCE.0020.001C.30EB] % SQUARE HOORU; COMPATSEQ
3342 ; [.0FC3.0020.001C.30DB] [.02A3.0020.001C.30FC] [.0FD5.0020.001C.30F3] % SQUARE HOON; COMPATSEQ
333F ; [.0FC3.0020.001C.30DB] [.0FD5.0020.001C.30F3] % SQUARE HON; COMPATSEQ
333E ; [.0FC3.00E8.001C.30DC] [.0FCE.0020.001C.30EB] [.0FB9.0020.001C.30C8] % SQUARE BORUTO; COMPATSEQ
333D ; [.0FC3.00E9.001C.30DD] [.0FA7.0020.001C.30A4] [.0FD5.0020.001C.30F3] [.0FB9.0020.001C.30C8] % SQUARE POINTO; COMPATSEQ
3340 ; [.0FC3.00E9.001C.30DD] [.0FD5.0020.001C.30F3] [.0FB9.00E8.001C.30C9] % SQUARE PONDO; COMPATSEQ
3343 ; [.0FC4.0020.001C.30DE] [.0FA7.0020.001C.30A4] [.0FAD.0020.001C.30AF] [.0FD0.0020.001C.30ED] % SQUARE MAIKURO; COMPATSEQ
3344 ; [.0FC4.0020.001C.30DE] [.0FA7.0020.001C.30A4] [.0FCE.0020.001C.30EB] % SQUARE MAIRU; COMPATSEQ
3345 ; [.0FC4.0020.001C.30DE] [.0FB7.0020.001C.30C3] [.0FBF.0020.001C.30CF] % SQUARE MAHHA; COMPATSEQ
3346 ; [.0FC4.0020.001C.30DE] [.0FCE.0020.001C.30EB] [.0FAD.0020.001C.30AF] % SQUARE MARUKU; COMPATSEQ
3347 ; [.0FC4.0020.001C.30DE] [.0FD5.0020.001C.30F3] [.0FB1.0020.001C.30B7] [.0FCB.0020.001C.30E7] [.0FD5.0020.001C.30F3] % SQUARE MANSYON; COMPATSEQ
3348 ; [.0FC5.0020.001C.30DF] [.0FAD.0020.001C.30AF] [.0FD0.0020.001C.30ED] [.0FD5.0020.001C.30F3] % SQUARE MIKURON; COMPATSEQ
3349 ; [.0FC5.0020.001C.30DF] [.0FCD.0020.001C.30EA] % SQUARE MIRI; COMPATSEQ
334A ; [.0FC5.0020.001C.30DF] [.0FCD.0020.001C.30EA] [.0FBF.00E8.001C.30D0] [.02A3.0020.001C.30FC] [.0FCE.0020.001C.30EB] % SQUARE MIRIBAARU; COMPATSEQ
334D ; [.0FC7.0020.001C.30E1] [.02A3.0020.001C.30FC] [.0FB9.0020.001C.30C8] [.0FCE.0020.001C.30EB] % SQUARE MEETORU; COMPATSEQ
334B ; [.0FC7.0020.001C.30E1] [.0FAB.00E8.001C.30AC] % SQUARE MEGA; COMPATSEQ
334C ; [.0FC7.0020.001C.30E1] [.0FAB.00E8.001C.30AC] [.0FB9.0020.001C.30C8] [.0FD5.0020.001C.30F3] % SQUARE MEGATON; COMPATSEQ
334E ; [.0FC9.0020.001C.30E4] [.02A3.0020.001C.30FC] [.0FB9.00E8.001C.30C9] % SQUARE YAADO; COMPATSEQ
334F ; [.0FC9.0020.001C.30E4] [.02A3.0020.001C.30FC] [.0FCE.0020.001C.30EB] % SQUARE YAARU; COMPATSEQ
3350 ; [.0FCA.0020.001C.30E6] [.0FA6.0020.001C.30A2] [.0FD5.0020.001C.30F3] % SQUARE YUAN; COMPATSEQ
3351 ; [.0FCD.0020.001C.30EA] [.0FB7.0020.001C.30C3] [.0FB9.0020.001C.30C8] [.0FCE.0020.001C.30EB] % SQUARE RITTORU; COMPATSEQ
3352 ; [.0FCD.0020.001C.30EA] [.0FCC.0020.001C.30E9] % SQUARE RIRA; COMPATSEQ
3354 ; [.0FCE.0020.001C.30EB] [.02A3.0020.001C.30FC] [.0FC1.00E8.001C.30D6] [.0FCE.0020.001C.30EB] % SQUARE RUUBURU; COMPATSEQ
3353 ; [.0FCE.0020.001C.30EB] [.0FC0.00E9.001C.30D4] [.02A3.0020.001C.30FC] % SQUARE RUPII; COMPATSEQ
3355 ; [.0FCF.0020.001C.30EC] [.0FC6.0020.001C.30E0] % SQUARE REMU; COMPATSEQ
3356 ; [.0FCF.0020.001C.30EC] [.0FD5.0020.001C.30F3] [.0FB9.0020.001C.30C8] [.0FAE.00E8.001C.30B2] [.0FD5.0020.001C.30F3] % SQUARE RENTOGEN; COMPATSEQ
3357 ; [.0FD1.0020.001C.30EF] [.0FB7.0020.001C.30C3] [.0FB9.0020.001C.30C8] % SQUARE WATTO; COMPATSEQ
337D ; [.5927.0020.001C.5927] [.6B63.0020.001C.6B63] % SQUARE ERA NAME TAISYOU; COMPATSEQ
337B ; [.5E73.0020.001C.5E73] [.6210.0020.001C.6210] % SQUARE ERA NAME HEISEI; COMPATSEQ
337E ; [.660E.0020.001C.660E] [.6CBB.0020.001C.6CBB] % SQUARE ERA NAME MEIZI; COMPATSEQ
337C ; [.662D.0020.001C.662D] [.548C.0020.001C.548C] % SQUARE ERA NAME SYOUWA; COMPATSEQ
337F ; [.682A.0020.001C.682A] [.5F0F.0020.001C.5F0F] [.4F1A.0020.001C.4F1A] [.793E.0020.001C.793E] % SQUARE CORPORATION; COMPATSEQ

